source_id,source,page,chinese_date,western_date,old_placename_chinese,modern_placename_chinese,event_type_chinese,event_name,event_description,primary_source_1,primary_source_2,notes
10100080,HDSJ,,后唐明宗天成五年,930,,,,修酸枣至濮州堤防,是年张敬询为滑州节度使，“以河水连年溢堤，乃自酸枣县界至濮州，广堤防一丈五尺，东西二百里。”(《旧五代史·张敬询传》),,,
10100081,HDSJ,,后晋出帝开运元年,944,,,,河决滑州,“六月丙辰，河决滑州，环梁山，人于汶、济”(《新五代史·晋本纪》)。,,,
10100082,HDSJ,,开运三年,946,,,,河决澶、滑、怀诸州,“夏六月……己丑，河决渔池”。“秋七月，大雨水，河决杨刘、朝城、武德(在今河南武陟县西南)”。“八月河溢历亭(在今山东聊城西)，九月，河决澶、滑、怀州”。(《新五代史·晋本纪》),,,
10100083,HDSJ,,后周太祖显德元年,954,,,,杨刘至博州河溢,是年“河白杨刘至于博州百二十里，连年东溃，分为二派，汇为大泽，弥漫数百里。又东北坏古堤而出，灌齐、棣、淄诸州，至于海涯，漂没民庐不可胜计”(《资治通鉴》卷二九二)。当年十一月派宰相李谷负责修筑澶、郓、齐等州堤防。,,,
10100084,HDSJ,,宋太祖乾德三年,965,,,,河决阳武,“秋大雨霖，开封府河决阳武。又孟州水涨，坏中洋桥梁，澶、郓亦言河决，诏发兵治之。”(《宋史·河渠志》),,,
10100085,HDSJ,,乾德五年,967,,,,岁修之始,正月，“帝以河堤屡决”，分派使者行视黄河，发动当地丁夫对大堤进行修治。自此以后，都在每年正月开始筹备动工，春季修治完成。黄河下游“岁修”之制，从此开始。,,,
10100086,HDSJ,,宋太宗太平兴国八年、九年,983、984,,,,河决滑州,八年五月，“河决滑州韩村，泛澶、濮、曹、济诸州民田，坏居人庐舍，东南流至彭城界，入于淮”。九年春，“滑州复言房村河决，帝曰：近以河决韩村，发民治堤不成，安可重困吾民，当以诸军代之，乃发卒五万，……未几役成。”(《宋史·河渠志》),,,
10100087,HDSJ,,宋真宗咸平三年,1000,,,,河决郓州,五月，“河决郓州王陵埽，浮巨野人淮泗，水势悍激，侵迫州城，命使率诸州丁男二万人塞之，逾月而毕。”(《宋史·河渠志》),,,
10100088,HDSJ,,咸平五年,1002,,,,夏州河决,北宋咸平五年(1002年)夏州旱，保吉(继迁)令民筑堤防引河水以溉田，八月大雨，河防决，雨九昼夜不止，河水暴涨，防四决，蕃汉漂溺无数。,,,
10100089,HDSJ,,大中祥符五年,1012,,,,李垂上书,著作佐郎李垂上《导河形胜书》三篇和图，主张在滑州以北向东分河六支，后又主张复禹故道，提出了以人力分流治理黄河的方略，均未被采纳。,,,
10100090,HDSJ,,天禧三年,1019,,,,河溢滑州,“六月乙未夜，滑州河溢城西北天台山旁。”未几，又溃于城西南，毁岸七百步，漫溢州城。“历澶、濮、曹、郓，注梁山泊，又合清水、古汴渠东人于淮”，被灾者三十二州邑。当时即遣使征集诸州薪、石、楗、橛、芟、竹之数千六百万，发兵九万人治之，于四年二月堵合。(《宋史·河渠志》),,,
10100091,HDSJ,,天禧五年,1021,,,,举物候为水势之名,“以黄河随时涨落，故举物候为水势之名”，指出立春之后，东风解冻，河水涨一寸，则夏秋当涨一尺，谓之“信水”。二月、三月涨水，桃华始开，谓之“桃华水”。春末涨水，芜菁华开，谓之“菜华水”。四月末涨水，垄麦结秀，谓之“麦黄水”。五月涨水，瓜实延蔓，谓之“瓜蔓水”。六月中旬涨水，水带矾腥，谓之“矾山水”。七月涨水，菽豆方秀，谓之“豆华水”。八月涨水，英芤华开，谓之“荻苗水”。九月涨水，重阳节到，谓之“登高水”。十月水落安流，河水归槽，谓之“复槽水”。十一月、十二月断冰杂流，乘寒复结，谓之“蹙凌水”。非时暴涨，谓之“客水”。(《宋史·河渠志》),,,
10100092,HDSJ,,天禧五年,1021,,,,宋代卷埽,宋代黄河卷埽工有进一步发展，据《宋史·河渠志》记载：“以竹为巨索，长十尺至百尺，有数等。先择宽平之所为埽场”，在埽场上密布以竹、荻辫成的绳索，绳上铺以梢料(柳枝或榆枝)，“梢芟相重，压之以土，杂以碎石，以巨竹索横贯其中，谓之‘心索’。卷而束之……其高至数丈，其长倍之”。一般用民夫数百或千人，应号齐推于堤岸卑薄之处，谓之“埽岸”。推下之后，将竹心索系于堤岸的桩橛上，并自上而下在埽上打进木桩，直透河底，把埽固定起来。北宋时期，普遍采用了埽工护岸，并设置专人管理，实际上它已成为险工的名称。天禧年间，上起孟州，下至棣州，沿河已修有四十五埽。到元丰四年(1081年)，沿北流曾“分立东西堤五十九埽”，按大堤距河远近，来定险工防护的主次，“河势正著堤身为第一，河势顺流堤下为第二，河离堤一里内为第三”。距水远的大堤，亦按安全程度，分为三等，“堤去河最远为第一，次远者为第二，次近一里以上为第三”。根据工情缓急，布置修防。,,,
10100093,HDSJ,,宋仁宗景佑元年,1034,,,,河决横陇,七月，“河决澶州(今河南濮阳)横陇埽”。庆历元年(1041年)皇帝下诏暂停修决河，从此“久不堵复”(《宋史·河渠志》)。决水经聊城、高唐一带流行于唐大河之北分数支人海。后称此道为横陇故道。,,,
10100094,HDSJ,,庆历八年,1048,,,,河决商胡,“六月癸酉，河决商胡埽(今河南濮阳境)”(《宋史·河渠志》)。决水大致经今大名、馆陶、清河、枣强、衡水至青县由天津附近人海，形成一次大改道，宋代称为北流。,,,
10100095,HDSJ,,嘉佑元年,1056,,,,塞商胡回横陇故道,皇佑二年(1050年)河决馆陶县郭固，四年(1052年)塞郭固口而河势仍壅塞不畅。议者请开六塔河，回横陇故道。至和二年(1055年)翰林学士欧阳修反对此举，曾上疏：“横陇埽塞已二十年，商胡决又数岁，故道已平而难凿，安流已久而难复。”九月，河渠司李仲昌建议纳水人六塔河，使归横陇旧河，当时欧阳修又上疏说：“且河本泥沙，无不淤之理，淤常先下流，下流淤高，水行渐壅，乃决上流之低处，此势之常也。然避高就下，水之本性，故河流已弃之道，自古难复。”嘉佑元年(1056年)，“四月壬子朔，塞商胡北流，人六塔河，不能容，是夕复决，溺兵夫，漂刍藁，不可胜计。”(《宋史·河渠志》)此为宋代第一次回河。,,,
10100096,HDSJ,,嘉佑五年,1060,,,,黄河分出“二股河”,《宋史·河渠志》称：是年“河流派别于魏之第六埽”(在今河北省大名县境)。即黄河向东分出一道支河，名“二股河”，“自二股河行一百三十里，至魏、恩、德、博之境，曰四界首河。”宋代称二股河为东流，大体经今冠县、高唐、平原、陵县、乐陵，在今无棣东人海。,,,
10100097,HDSJ,,宋神宗熙宁二年,1069,,,,闭北流开二股河,六月，命司马光督修二股河工事。七月二股河通利，北流渐渐断流，全河东注，此为第二次回河。但北流虽塞，而河又自其南四十里许家港东决，“泛滥大名、恩、德、沧、永静五州军境。”(《宋史·河渠志》),,,
10100098,HDSJ,,宋神宗熙宁二年,1069,,,,制定农田水利法,十一月，王安石制定了《农田利害条约》，通称农田水利法。此后几年之内，大修水田，“府界及诸路凡一万七百九十三处，为田三十六万一千一百七十八顷有奇。”(《宋史·食货志》),,,
10100099,HDSJ,,熙宁三年至元丰三年,1070—1080,,,,利用多沙河道大放淤,据《宋史·河渠志》记载：王安石任宰相时，利用黄河、汴河、漳河、滹沱、葫芦等河的水沙资源和涧谷山洪，进行了大放淤。从1070年到1080年，共淤地五万顷以上，不少地区贫瘠之地变为沃壤。,,,
10100100,HDSJ,,熙宁六年,1073,,,,设疏浚黄河司,《宋史·河渠志》称：“有选人(古代候补、候选的官员)李公义者，献铁龙爪扬泥车法以浚河。”因患其太轻，王安石令黄怀信及李公义加以改造，另制浚川耙进行疏浚。是年四月，设疏浚黄河司，大力推行。后因效果不佳作罢。,,,
10100101,HDSJ,,熙宁十年,1077,,,,河决曹村,据《宋史·河渠志》记载：七月，黄河“大决于澶州曹村(即曹村埽)，澶渊北流断绝，河道南徙，……分为二派，一合南清河(泅水)人于淮；一合北清河(大清河)人于海。”元丰元年(1078年)四月决口塞，皇帝下诏改曹村为灵平，河复北流。,,,
10100102,HDSJ,,宋神宗元丰年间,1078—1085,,,,蒲津河堤创建埽坝工程,宋神宗元丰年间，在修治黄河蒲津浮桥两端之堤岸时，利用秫秆、树枝等修筑埽坝，栽植榆柳，并在每年汛期备用埽坝料物，以资防护。,,,
10100103,HDSJ,,宋神宗元丰二年,1079,,,,导洛通汴,三月，“以(宋)用臣都大提举导洛通汴。四月甲子兴工，……六月戊申，清汴成(汴河改引洛水，比黄河水清，称为清汴)，凡用工四十五日。自任村沙(谷)口至河阴县瓦亭子，并汜水关北通黄河，接运河。长五十一里。两岸为堤，总长一百三里，引洛水人汴”(《宋史·河渠志》)。由于黄河在熙宁十年(1077年)大水后，河身北移，在大河与广武山之间，留下了宽达七里的退滩，给导洛通汴创造了条件。引洛人汴后，减少了汴河的泥沙淤积，可以四季行流不绝。,,,
10100104,HDSJ,,元丰四年,1081,,,,河决小吴埽,四月，“小吴埽复大决”。六月，宋神宗向辅臣说：“河之为患久矣，后世以事治水，故常有碍。夫水之趋下，乃其性也，以道治水，则无违其性可也。如能顺水所向，迁徙城邑以避之，复有何患?虽神禹复生，不过如此。”(《宋史·河渠志》)这说明当时皇帝对治河束手无策。,,,
10100105,HDSJ,,元丰四年至宋哲宗绍圣元年,1081一1094,,,,回河东流,元丰四年，河决澶州小吴埽，注入御河，东流断流，又恢复北流。哲宗即位，“回河东流之议起”。元佑三年(1088年)户部侍郎苏辙反对回河，他说：“河之性，急则通流，缓则淤淀，既无东西皆急之势，安有两河并行之理?”元佑五年(1090年)八月，提举东流故道李伟言：“大河自五月后，日益暴涨，始由北京南沙堤第七铺决口，水出于第三、第四铺并清丰口，一并东流。”(《宋史·河渠志》)绍圣元年(1094年)春，北流断绝，全河之水，东回故道。此为第三次回河。,,,
10100106,HDSJ,,宋哲宗元符二年,1099,,,,东流断绝,六月，“河决内黄口”，东流复断，河又恢复北流，北宋前后回河之争达80年，至此结束。宋人任伯雨说：河为中国患，已二千年。自古竭天下之力以事河者，莫如本朝。而以人的主观愿望，来改变大河的自然趋势，亦莫如近世为甚。(《宋史·河渠志》),,,
10100107,HDSJ,,宋徽宗建中靖国元年,1101,,,,宽立堤防,左正言任伯雨提出用遥堤防洪的办法，他说：“盖河流1昆浊，泥沙相半，流行既久，迤逦淤淀，则久而必决者，势不能变也，或北而东，或东而北，亦安可以人力制哉!为今之策，正宜因其所向，宽立堤防，约拦水势，使不致大段漫流。”(《宋史·河渠志》),,,
10100108,HDSJ,,政和七年,1117,,,,瀛州、沧州河决,是年，“瀛、沧州河决，沧州城不没者三版，民死百余万”(《宋史·五行志》)。,,,
10100109,HDSJ,,重和元年,1118,,,,何灌引邈川水灌田,《宋史·何灌传》记载：将军何灌引邈川水(今湟水)，灌溉湟川闲田上千顷。其后，何灌曾向徽宗奏请获准，调迁内地人力修葺汉、唐故渠引水，使河湟已荒旷的土地恢复为灌溉便利的沃壤，“得善田二万六干顷，募土七千四百人”。《西宁府新志》亦有记载：何灌“引邈川水溉湟闲田千顷，湟人号广利渠”；“人言：‘汉金城、湟中，谷斛八钱。今西宁、湟、廓即其地也。汉、唐故渠尚可考，若开渠引水，使田不病旱，则人乐应募，而射士之额足矣’。从之，甫半岁，得善田二万六千顷。”,,,
10100110,HDSJ,,金太宗天会六年,1128,,,,杜充决河,是年冬，金兵南下，宋东京留守杜充“决黄河，自泗人淮，以阻金兵”。黄河从此南流，经豫、鲁之间，至今山东巨野、嘉祥一带注泗人淮，形成黄河长期夺淮的局面。,,,
10100111,HDSJ,,金世宗大定八年,1168,,,,河决李固渡,六月，“河决李固渡(滑县境)，水溃曹州城，分流于单州之境”。当时“新河水六分，旧河水四分”(《金史·河渠志》)。,,,
10100112,HDSJ,,大定二十七年,1187,,,,整饬河防,金世宗下令每年汛期到来时，“令工部官员一员，沿河检视。”以南京府(今开封)、归德府(今商丘)、河南府(今洛阳)、河中府(今永济)等“四府十六州之长贰(府、州正副长官)皆提举河防事，四十四县之令佐，皆管勾河防事……仍敕自今河防官司怠慢失备者，皆重抵以罪”(《金史·河渠志》)。,,,
10100113,HDSJ,,金章宗明昌五年,1194,,,,河决阳武,八月，“河决阳武故堤，灌封丘而东”(《金史·河渠志》)。,,,
10100114,HDSJ,,泰和二年,1202,,,,颁布《河防令》,是年，颁布《河防令》十一条，其中规定“六月一日至八月终”为黄河涨水月，沿河州县官必须轮流进行防守。(《金史·刑志》),,,
